CPU,Cores,Threads,Iteration,Time
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,159,2,208722600
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,159,3,215353746
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,159,4,203277621
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,159,5,229341808
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,160,1,204791291
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,160,2,207990895
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,160,3,211254316
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,160,4,213868866
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,160,5,211929479
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,161,1,225119973
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,161,2,202295667
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,161,3,210617783
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,161,4,205156758
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,161,5,207814591
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,162,1,210905212
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,162,2,216605541
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,162,3,227439768
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,162,4,210677015
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,162,5,207107918
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,163,1,208203682
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,163,2,206464300
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,163,3,236663604
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,163,4,209133683
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,163,5,230820591
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,164,1,209753804
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,164,2,211383923
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,164,3,202223733
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,164,4,211876219
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,164,5,209613282
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,165,1,215631150
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,165,2,210075343
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,165,3,206852606
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,165,4,209615587
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,165,5,207977665
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,166,1,212280181
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,166,2,207150248
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,166,3,216294531
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,166,4,209049799
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,166,5,228644920
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,167,1,206637979
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,167,2,206385770
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,167,3,209163361
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,167,4,210147991
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,167,5,209598621
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,168,1,205720954
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,168,2,253662339
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,168,3,204358387
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,168,4,210070650
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,168,5,206349734
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,169,1,206775224
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,169,2,210753368
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,169,3,208796630
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,169,4,215287148
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,169,5,208283564
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,170,1,211040624
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,170,2,227869753
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,170,3,207920531
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,170,4,204844401
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,170,5,209148121
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,171,1,208450254
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,171,2,206787905
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,171,3,210729417
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,171,4,207711531
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,171,5,207040960
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,172,1,209400037
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,172,2,215131825
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,172,3,207869220
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,172,4,208698803
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,172,5,207769316
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,173,1,206426784
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,173,2,206685305
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,173,3,209814961
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,173,4,209284030
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,173,5,209206412
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,174,1,212339609
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,174,2,214532015
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,174,3,232207366
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,174,4,213041441
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,174,5,230470846
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,175,1,210895337
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,175,2,206934085
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,175,3,206847845
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,175,4,209070491
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,175,5,208196656
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,176,1,232701581
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,176,2,231935732
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,176,3,214533727
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,176,4,211284514
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,176,5,214880248
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,177,1,203537273
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,177,2,268158466
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,177,3,207153998
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,177,4,208432243
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,177,5,206585445
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,178,1,213995449
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,178,2,236782733
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,178,3,214248069
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,178,4,227999435
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,178,5,216546443
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,179,1,206078378
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,179,2,262871620
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,179,3,201515382
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,179,4,247671004
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,179,5,205325856
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,180,1,212296359
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,180,2,316406478
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,180,3,230055892
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,180,4,206854337
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,180,5,211924499
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,181,1,209442600
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,181,2,307971482
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,181,3,212063470
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,181,4,211226064
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,181,5,209828282
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,182,1,218142391
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,182,2,243829331
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,182,3,209606540
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,182,4,210631111
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,182,5,211449070
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,183,1,212724354
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,183,2,231510271
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,183,3,216445951
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,183,4,215548007
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,183,5,211862498
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,184,1,206821113
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,184,2,299218704
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,184,3,225022727
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,184,4,209130004
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,184,5,211838275
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,185,1,209820879
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,185,2,301337240
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,185,3,212755953
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,185,4,214631181
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,185,5,210013267
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,186,1,210558942
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,186,2,342384528
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,186,3,206817983
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,186,4,213138064
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,186,5,207692463
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,187,1,218186983
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,187,2,229818321
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,187,3,206408958
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,187,4,208108907
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,187,5,211694036
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,188,1,207070158
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,188,2,244132183
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,188,3,210265584
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,188,4,214173792
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,188,5,211066681
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,189,1,215075568
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,189,2,219420259
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,189,3,211221636
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,189,4,216441238
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,189,5,210307191
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,190,1,206877237
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,190,2,227657893
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,190,3,212035530
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,190,4,215105050
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,190,5,211909896
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,191,1,205254837
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,191,2,227768671
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,191,3,210297099
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,191,4,203741496
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,191,5,206474913
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,192,1,212437774
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,192,2,278867423
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,192,3,212384927
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,192,4,214050509
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,192,5,210301258
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,193,1,213291797
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,193,2,237371321
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,193,3,212915818
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,193,4,207316080
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,193,5,212520110
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,194,1,212275854
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,194,2,265022974
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,194,3,211328194
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,194,4,214813855
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,194,5,228103677
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,195,1,210147755
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,195,2,258925101
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,195,3,231400548
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,195,4,210900618
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,195,5,233324218
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,196,1,225770538
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,196,2,252583814
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,196,3,203381041
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,196,4,223510877
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,196,5,208900664
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,197,1,231747847
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,197,2,247364882
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,197,3,214094595
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,197,4,212941366
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,197,5,220256338
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,198,1,206109743
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,198,2,268164690
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,198,3,210576989
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,198,4,209107715
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,198,5,215584464
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,199,1,210163353
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,199,2,288883674
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,199,3,211312059
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,199,4,217448070
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,199,5,216256621
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,200,1,212530033
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,200,2,278926178
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,200,3,207825548
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,200,4,234690348
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,200,5,205421762
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,1,1,422021772
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,1,2,421541904
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,1,3,427272345
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,1,4,419871611
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,1,5,419643636
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,2,1, 213611769
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,2,2, 212644655
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,2,3, 213369453
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,2,4, 218882921
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,2,5, 210835438
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,3,1, 143357303
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,3,2, 149666034
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,3,3, 147911098
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,3,4, 142575723
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,3,5, 149175389
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,4,1, 111510293
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,4,2, 112246096
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,4,3, 113502717
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,4,4, 113907235
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,4,5, 109203371
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,5,1, 170850769
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,5,2, 171440652
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,5,3, 170402905
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,5,4, 172192496
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,5,5, 178313529
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,6,1, 144799879
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,6,2, 147734297
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,6,3, 143205044
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,6,4, 145308542
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,6,5, 145365763
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,7,1, 125928686
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,7,2, 125088319
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,7,3, 124747079
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,7,4, 130766620
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,7,5, 130559675
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,8,1, 121658720
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,8,2, 130650515
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,8,3, 109855870
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,8,4, 109698054
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,8,5, 109929767
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,9,1, 142353395
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,9,2, 144245251
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,9,3, 142303639
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,9,4, 145035546
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,9,5, 144112028
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,10,1, 128985982
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,10,2, 130492742
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,10,3, 132535074
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,10,4, 132566149
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,10,5, 137728373
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,11,1, 130547730
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,11,2, 119041391
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,11,3, 124477103
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,11,4, 119098710
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,11,5, 123945282
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,12,1, 114352717
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,12,2, 111907572
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,12,3, 114210587
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,12,4, 115900801
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,12,5, 115656590
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,13,1, 138660736
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,13,2, 135787792
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,13,3, 134242419
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,13,4, 133833343
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,13,5, 133760141
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,14,1, 127823382
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,14,2, 129899153
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,14,3, 125678357
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,14,4, 123838081
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,14,5, 132053549
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,15,1, 116316825
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,15,2, 119941689
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,15,3, 120699619
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,15,4, 130747394
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,15,5, 119478521
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,16,1, 113585626
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,16,2, 110014478
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,16,3, 114079748
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,16,4, 116195109
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,16,5, 113084853
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,17,1, 127870622
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,17,2, 127043171
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,17,3, 128384467
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,17,4, 131014231
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,17,5, 127898527
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,18,1, 125487413
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,18,2, 121554009
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,18,3, 121164323
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,18,4, 121023662
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,18,5, 121716423
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,19,1, 119010108
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,19,2, 118991831
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,19,3, 118971632
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,19,4, 124698032
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,19,5, 125002388
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,20,1, 113438140
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,20,2, 112444007
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,20,3, 114307538
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,20,4, 112504099
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,20,5, 112792462
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,21,1, 123475209
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,21,2, 123147013
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,21,3, 125236398
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,21,4, 125619075
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,21,5, 124721585
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,22,1, 121999034
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,22,2, 124735195
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,22,3, 119239439
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,22,4, 120365783
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,22,5, 120179605
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,23,1, 118318949
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,23,2, 117220096
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,23,3, 116857140
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,23,4, 116520650
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,23,5, 115507048
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,24,1, 124302341
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,24,2, 119427186
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,24,3, 111447600
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,24,4, 111431714
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,24,5, 112191920
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,25,1, 125587281
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,25,2, 129333383
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,25,3, 125837242
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,25,4, 124791036
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,25,5, 122596850
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,26,1, 123824761
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,26,2, 119997782
Intel(R) Core(TM) i3-8100 CPU @ 3.60GHz,4,26,3, 134354748
