CPU,Cores,Threads,Iteration,Time
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,91,2,203218375
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,91,3,223177193
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,91,4,201657580
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,91,5,201289862
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,92,1,203095249
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,92,2,202606422
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,92,3,203220037
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,92,4,209634511
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,92,5,206516400
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,93,1,276097685
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,93,2,200500716
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,93,3,210153877
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,93,4,221128369
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,93,5,200850152
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,94,1,203948387
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,94,2,201294817
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,94,3,202339586
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,94,4,202935907
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,94,5,209570185
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,95,1,199054927
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,95,2,223214242
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,95,3,232678741
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,95,4,205849427
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,95,5,200049267
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,96,1,204460279
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,96,2,201256935
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,96,3,204955440
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,96,4,199698283
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,96,5,202903481
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,97,1,199819989
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,97,2,207506594
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,97,3,205374666
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,97,4,205383772
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,97,5,204255256
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,98,1,203455620
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,98,2,197597268
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,98,3,202623884
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,98,4,202804597
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,98,5,206119631
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,99,1,199721457
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,99,2,205766184
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,99,3,227371602
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,99,4,203991251
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,99,5,219081412
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,100,1,199886440
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,100,2,199394341
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,100,3,202017724
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,100,4,204862054
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,100,5,201496003
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,101,1,223274415
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,101,2,207179957
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,101,3,210687485
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,101,4,203663538
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,101,5,208558925
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,102,1,205813223
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,102,2,201346884
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,102,3,205085682
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,102,4,202746736
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,102,5,198916618
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,103,1,208745524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,103,2,207041693
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,103,3,206566837
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,103,4,206875725
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,103,5,208962026
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,104,1,203873247
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,104,2,201155367
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,104,3,203706735
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,104,4,243988275
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,104,5,204840560
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,105,1,204985984
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,105,2,219002079
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,105,3,208550199
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,105,4,199654557
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,105,5,219083834
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,106,1,200514410
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,106,2,222356534
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,106,3,200522823
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,106,4,207202748
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,106,5,204098908
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,107,1,224290368
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,107,2,202431674
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,107,3,204059521
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,107,4,202117451
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,107,5,198696829
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,108,1,201937524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,108,2,208729358
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,108,3,221517664
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,108,4,209258506
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,108,5,204733428
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,109,1,201356524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,109,2,206387036
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,109,3,226023421
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,109,4,202235118
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,109,5,209212344
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,110,1,204552000
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,110,2,206526199
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,110,3,214048159
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,110,4,207546169
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,110,5,204714157
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,111,1,214237734
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,111,2,198739185
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,111,3,203830455
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,111,4,205763537
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,111,5,215508908
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,112,1,227855424
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,112,2,208050090
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,112,3,210155346
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,112,4,199070516
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,112,5,206764778
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,113,1,199936534
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,113,2,214163775
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,113,3,201649740
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,113,4,205190333
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,113,5,203182296
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,114,1,209086456
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,114,2,203871995
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,114,3,209175085
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,114,4,204373222
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,114,5,205811554
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,115,1,204846409
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,115,2,207004980
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,115,3,230900772
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,115,4,224999715
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,115,5,206759596
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,116,1,206688464
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,116,2,205955954
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,116,3,207107199
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,116,4,205155017
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,116,5,207765685
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,117,1,203513115
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,117,2,222882184
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,117,3,204500173
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,117,4,205691946
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,117,5,207461032
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,118,1,202715049
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,118,2,201902272
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,118,3,204646171
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,118,4,203799631
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,118,5,201168728
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,119,1,201625610
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,119,2,206654470
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,119,3,206195980
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,119,4,212295243
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,119,5,208311970
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,120,1,205235715
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,120,2,201392248
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,120,3,220046507
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,120,4,202561361
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,120,5,217967769
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,121,1,208197334
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,121,2,211361316
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,121,3,208056158
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,121,4,208554669
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,121,5,206211273
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,122,1,206665829
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,122,2,198742502
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,122,3,205729453
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,122,4,212033278
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,122,5,202429182
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,123,1,219081305
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,123,2,222320382
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,123,3,206690857
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,123,4,205513152
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,123,5,217970757
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,124,1,207996844
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,124,2,205322853
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,124,3,207484271
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,124,4,208582832
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,124,5,204817458
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,125,1,223737415
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,125,2,231430211
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,125,3,208611888
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,125,4,218378598
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,125,5,207192721
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,126,1,203394030
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,126,2,210511194
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,126,3,211857269
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,126,4,212645039
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,126,5,222589953
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,127,1,208337668
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,127,2,226761891
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,127,3,206127622
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,127,4,200558424
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,127,5,229488428
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,128,1,205748001
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,128,2,203469933
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,128,3,210899415
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,128,4,210872156
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,128,5,207014547
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,129,1,213831598
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,129,2,202506247
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,129,3,205790828
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,129,4,201474664
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,129,5,205856321
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,130,1,207363186
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,130,2,201819841
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,130,3,207303018
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,130,4,205948105
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,130,5,206504314
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,131,1,208305032
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,131,2,212137816
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,131,3,230189808
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,131,4,208688364
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,131,5,223349614
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,132,1,206969804
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,132,2,207374117
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,132,3,203414907
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,132,4,211160222
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,132,5,200953087
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,133,1,239823895
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,133,2,206659393
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,133,3,207555144
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,133,4,203197255
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,133,5,211612054
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,134,1,203317388
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,134,2,207132341
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,134,3,207443739
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,134,4,208269441
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,134,5,203451109
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,135,1,206686903
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,135,2,207656005
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,135,3,207753326
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,135,4,208872055
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,135,5,207861693
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,136,1,205039084
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,136,2,209673919
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,136,3,205827609
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,136,4,229584629
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,136,5,200525008
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,137,1,209766198
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,137,2,212273534
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,137,3,209699466
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,137,4,211689441
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,137,5,206939000
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,138,1,207441764
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,138,2,230544152
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,138,3,204426485
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,138,4,203120758
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,138,5,204064112
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,139,1,208390662
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,139,2,202831767
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,139,3,209307958
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,139,4,203195807
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,139,5,206588506
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,140,1,206857269
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,140,2,208941727
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,140,3,207883617
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,140,4,206674143
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,140,5,207507953
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,141,1,211444990
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,141,2,207825792
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,141,3,204685722
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,141,4,209131286
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,141,5,226594773
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,142,1,206005949
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,142,2,210272259
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,142,3,229241727
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,142,4,210106853
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,142,5,229213282
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,143,1,226648858
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,143,2,205580339
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,143,3,204928829
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,143,4,206246976
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,143,5,204700334
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,144,1,223405914
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,144,2,214043085
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,144,3,214607661
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,144,4,212172202
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,144,5,209186400
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,145,1,202058209
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,145,2,202718069
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,145,3,203064081
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,145,4,217934311
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,145,5,205088451
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,146,1,211970761
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,146,2,206983831
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,146,3,211318992
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,146,4,215559377
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,146,5,208861415
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,147,1,207712902
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,147,2,210985178
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,147,3,207345213
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,147,4,226666148
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,147,5,202738885
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,148,1,204584733
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,148,2,204693891
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,148,3,215241006
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,148,4,204103683
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,148,5,206525481
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,149,1,210682702
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,149,2,229723762
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,149,3,202448109
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,149,4,210880230
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,149,5,204924583
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,150,1,206005977
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,150,2,203491475
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,150,3,204342966
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,150,4,206844942
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,150,5,211817294
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,151,1,200778348
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,151,2,207228225
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,151,3,210375369
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,151,4,211089640
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,151,5,207509032
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,152,1,210467500
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,152,2,214298770
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,152,3,208612178
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,152,4,202391509
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,152,5,205747327
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,153,1,208254357
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,153,2,210439300
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,153,3,212489136
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,153,4,208288485
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,153,5,210267839
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,154,1,206512524
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,154,2,204067752
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,154,3,207250944
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,154,4,203041678
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,154,5,203326059
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,155,1,231817509
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,155,2,206571827
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,155,3,213213331
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,155,4,205770811
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,155,5,206839091
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,156,1,205927980
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,156,2,209604238
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,156,3,204832649
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,156,4,210299681
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,156,5,206495248
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,157,1,208650321
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,157,2,201527568
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,157,3,208159292
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,157,4,207506526
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,157,5,201167829
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,158,1,205780150
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,158,2,208945908
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,158,3,210854248
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,158,4,230120709
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,158,5,199360685
Intel(R) Core(TM) i3-6100 CPU @ 3.70GHz,4,159,1,211456319
